Run,AGE,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,fasta_file (run),geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,hypnospores_g_1_oyster_wet_tissue,infection,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample Name,SRA Study,tissue
SRR10995910,18 month,RNA-Seq,assembly,90,263995654,PRJNA604121,SAMN13955517,Invertebrate,Eastern Oyster,85319340,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7656959,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","2,006.80",B,Illumina HiSeq 2500,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL7,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_2,2020-01-31T20:48:00Z,1,GL7,SRP246310,Gill
SRR10995911,18 month,RNA-Seq,assembly,90,332866458,PRJNA604121,SAMN13955508,Invertebrate,Eastern Oyster,110390576,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7656958,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",30.86,A,Illumina HiSeq 2500,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL17,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_2,2020-01-31T20:48:00Z,1,GL17,SRP246310,Gill
SRR10995912,18 month,RNA-Seq,assembly,89,341631263,PRJNA604121,SAMN13955507,Invertebrate,Eastern Oyster,108327086,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7656957,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",32.88,A,Illumina HiSeq 2500,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL15,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_1,2020-01-31T20:49:00Z,1,GL15,SRP246310,Gill
SRR10993892,18 month,Bisulfite-Seq,assembly,278,114085028,PRJNA604121,SAMN13955516,Invertebrate,Eastern Oyster,30071350,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655188,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","1,402.52",B,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL23_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_1,2020-01-31T10:34:00Z,1,GL23,SRP246310,Gill
SRR10993893,18 month,Bisulfite-Seq,assembly,278,28053695,PRJNA604121,SAMN13955515,Invertebrate,Eastern Oyster,8082041,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655187,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",285.02,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL12_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_9,2020-01-31T10:34:00Z,1,GL12,SRP246310,Gill
SRR10993894,18 month,Bisulfite-Seq,assembly,278,3945715804,PRJNA604121,SAMN13955514,Invertebrate,Eastern Oyster,832738091,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655186,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",119.43,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL16_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_8,2020-01-31T10:40:00Z,1,GL16,SRP246310,Gill
SRR10993895,18 month,Bisulfite-Seq,assembly,280,1455534905,PRJNA604121,SAMN13955513,Invertebrate,Eastern Oyster,296365217,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655185,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",95.92,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL2_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_7,2020-01-31T10:36:00Z,1,GL2,SRP246310,Gill
SRR10993896,18 month,Bisulfite-Seq,assembly,278,510855223,PRJNA604121,SAMN13955512,Invertebrate,Eastern Oyster,113936692,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655184,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",101.56,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL9_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_6,2020-01-31T10:36:00Z,1,GL9,SRP246310,Gill
SRR10993897,18 month,Bisulfite-Seq,assembly,280,4881337083,PRJNA604121,SAMN13955511,Invertebrate,Eastern Oyster,1021342636,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655183,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",50.83,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL13_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_5,2020-01-31T10:40:00Z,1,GL13,SRP246310,Gill
SRR10993898,18 month,Bisulfite-Seq,assembly,279,421807848,PRJNA604121,SAMN13955546,Invertebrate,Eastern Oyster,99326114,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655182,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","3,049,972.09",D,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV13_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_5,2020-01-31T10:35:00Z,1,GV13,SRP246310,Gill
SRR10993899,18 month,Bisulfite-Seq,assembly,278,1099049755,PRJNA604121,SAMN13955545,Invertebrate,Eastern Oyster,253630432,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655181,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","237,885.92",D,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV16_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_4,2020-01-31T10:36:00Z,1,GV16,SRP246310,Gill
SRR10993900,18 month,Bisulfite-Seq,assembly,280,2539209412,PRJNA604121,SAMN13955544,Invertebrate,Eastern Oyster,530657981,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655180,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","275,789.02",D,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV2_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_3,2020-01-31T10:37:00Z,1,GV2,SRP246310,Gill
SRR10993901,18 month,Bisulfite-Seq,assembly,280,8650896272,PRJNA604121,SAMN13955543,Invertebrate,Eastern Oyster,1821338973,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655179,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","185,854.57",D,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV9_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_2,2020-01-31T10:43:00Z,1,GV9,SRP246310,Gill
SRR10993902,18 month,Bisulfite-Seq,assembly,277,2556044946,PRJNA604121,SAMN13955542,Invertebrate,Eastern Oyster,552887241,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655178,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","123,168.43",D,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV17_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_1,2020-01-31T10:38:00Z,1,GV17,SRP246310,Gill
SRR10993903,18 month,Bisulfite-Seq,assembly,279,1444414579,PRJNA604121,SAMN13955541,Invertebrate,Eastern Oyster,328488727,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655177,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","38,527.53",C,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV4_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_4,2020-01-31T10:36:00Z,1,GV4,SRP246310,Gill
SRR10993904,18 month,Bisulfite-Seq,assembly,278,7917815105,PRJNA604121,SAMN13955540,Invertebrate,Eastern Oyster,1855651721,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655176,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","47,316.58",C,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV11_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_3,2020-01-31T10:52:00Z,1,GV11,SRP246310,Gill
SRR10993905,18 month,Bisulfite-Seq,assembly,279,65597628,PRJNA604121,SAMN13955539,Invertebrate,Eastern Oyster,16859154,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655175,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","25,174.19",C,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV5_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_2,2020-01-31T10:35:00Z,1,GV5,SRP246310,Gill
SRR10993906,18 month,Bisulfite-Seq,assembly,276,902097042,PRJNA604121,SAMN13955538,Invertebrate,Eastern Oyster,208433979,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655174,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","13,918.35",C,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV25_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_1,2020-01-31T10:36:00Z,1,GV25,SRP246310,Gill
SRR10993907,18 month,Bisulfite-Seq,assembly,278,446819569,PRJNA604121,SAMN13955537,Invertebrate,Eastern Oyster,103403770,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655173,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","9,473.68",B,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV8_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_4,2020-01-31T10:35:00Z,1,GV8,SRP246310,Gill
SRR10993908,18 month,Bisulfite-Seq,assembly,275,91008796,PRJNA604121,SAMN13955510,Invertebrate,Eastern Oyster,24033162,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655172,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",44.46,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL1_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_4,2020-01-31T10:35:00Z,1,GL1,SRP246310,Gill
SRR10993909,18 month,Bisulfite-Seq,assembly,277,4057546913,PRJNA604121,SAMN13955536,Invertebrate,Eastern Oyster,886715004,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655171,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","5,880.86",B,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV24_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_3,2020-01-31T10:48:00Z,1,GV24,SRP246310,Gill
SRR10993910,18 month,Bisulfite-Seq,assembly,280,5097042833,PRJNA604121,SAMN13955535,Invertebrate,Eastern Oyster,1054968524,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655170,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","1,208.63",B,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV7_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_2,2020-01-31T10:44:00Z,1,GV7,SRP246310,Gill
SRR10993911,18 month,Bisulfite-Seq,assembly,278,747020800,PRJNA604121,SAMN13955534,Invertebrate,Eastern Oyster,175547385,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655169,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","1,723.72",B,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV15_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_1,2020-01-31T10:36:00Z,1,GV15,SRP246310,Gill
SRR10993912,18 month,Bisulfite-Seq,assembly,277,1038215829,PRJNA604121,SAMN13955533,Invertebrate,Eastern Oyster,235457894,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655168,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",704.06,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV18_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_7,2020-01-31T10:36:00Z,1,GV18,SRP246310,Gill
SRR10993913,18 month,Bisulfite-Seq,assembly,279,860408652,PRJNA604121,SAMN13955532,Invertebrate,Eastern Oyster,187137583,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655167,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",284.56,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV12_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_6,2020-01-31T10:36:00Z,1,GV12,SRP246310,Gill
SRR10993914,18 month,Bisulfite-Seq,assembly,279,3868211678,PRJNA604121,SAMN13955531,Invertebrate,Eastern Oyster,842295064,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655166,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",165.74,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV22_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_5,2020-01-31T10:40:00Z,1,GV22,SRP246310,Gill
SRR10993915,18 month,Bisulfite-Seq,assembly,280,16452454284,PRJNA604121,SAMN13955530,Invertebrate,Eastern Oyster,3319957112,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655165,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",151.1,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV3_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_4,2020-01-31T11:36:00Z,1,GV3,SRP246310,Gill
SRR10993916,18 month,Bisulfite-Seq,assembly,280,3685388577,PRJNA604121,SAMN13955529,Invertebrate,Eastern Oyster,840304133,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655164,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",63.12,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV14_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_3,2020-01-31T10:43:00Z,1,GV14,SRP246310,Gill
SRR10993917,18 month,Bisulfite-Seq,assembly,280,4720817773,PRJNA604121,SAMN13955528,Invertebrate,Eastern Oyster,969848049,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655163,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",36.31,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV1_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_2,2020-01-31T10:42:00Z,1,GV1,SRP246310,Gill
SRR10993918,18 month,Bisulfite-Seq,assembly,277,1416208292,PRJNA604121,SAMN13955527,Invertebrate,Eastern Oyster,315842716,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655162,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",22.45,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GV21_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_1,2020-01-31T10:37:00Z,1,GV21,SRP246310,Gill
SRR10993919,18 month,Bisulfite-Seq,assembly,279,4011239197,PRJNA604121,SAMN13955509,Invertebrate,Eastern Oyster,860178396,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655161,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle",24.55,A,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL19_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_3,2020-01-31T10:40:00Z,1,GL19,SRP246310,Gill
SRR10993920,18 month,Bisulfite-Seq,assembly,279,16964420002,PRJNA604121,SAMN13955526,Invertebrate,Eastern Oyster,3805706477,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655160,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","700,631.58",D,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL5_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_3,2020-01-31T11:18:00Z,1,GL5,SRP246310,Gill
SRR10993921,18 month,Bisulfite-Seq,assembly,278,4453730774,PRJNA604121,SAMN13955525,Invertebrate,Eastern Oyster,928932404,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655159,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","165,171.05",D,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL3_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_2,2020-01-31T10:41:00Z,1,GL3,SRP246310,Gill
SRR10993922,18 month,Bisulfite-Seq,assembly,278,1518433511,PRJNA604121,SAMN13955524,Invertebrate,Eastern Oyster,339650139,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655158,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","194,516.47",D,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL21_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_1,2020-01-31T10:37:00Z,1,GL21,SRP246310,Gill
SRR10993923,18 month,Bisulfite-Seq,assembly,280,1949661988,PRJNA604121,SAMN13955523,Invertebrate,Eastern Oyster,415541739,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655157,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","89,174.19",C,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL18_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_4,2020-01-31T10:39:00Z,1,GL18,SRP246310,Gill
SRR10993924,18 month,Bisulfite-Seq,assembly,278,5358520914,PRJNA604121,SAMN13955522,Invertebrate,Eastern Oyster,1191037266,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655156,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","76,176.33",C,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL11_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_3,2020-01-31T10:45:00Z,1,GL11,SRP246310,Gill
SRR10993925,18 month,Bisulfite-Seq,assembly,280,10715246077,PRJNA604121,SAMN13955521,Invertebrate,Eastern Oyster,2185552596,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655155,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","35,149.53",C,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL8_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_2,2020-01-31T10:52:00Z,1,GL8,SRP246310,Gill
SRR10993926,18 month,Bisulfite-Seq,assembly,278,1277261760,PRJNA604121,SAMN13955520,Invertebrate,Eastern Oyster,272125110,LOUISIANA STATE UNIVERSITY,2018-04-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7655154,GCF_002022765.2_C_virginica-3.0_genomic.fna,USA,North America,"USA: Louisiana\,Grand Isle","18,361.25",C,HiSeq X Five,Louisiana SeaGrant Oyster Hatchery Demonstration Farm,29.23897 N 90.00311 W,GL6_RRBS,PAIRED,Reduced Representation,OTHER,Crassostrea virginica,ILLUMINA,2020-01-31T00:00:00Z,replicate_1,2020-01-31T10:37:00Z,1,GL6,SRP246310,Gill
