gene_id	gene_name	SRX13037862	SRX13037863	SRX13037864	SRX13037865	SRX13037866	SRX13037867	SRX13037868	SRX13037869	SRX13037870	SRX13037871
LOC111109605	LOC111109605	2082	2082	2082	2082	2082	2082	2082	2082	2082	2082
LOC111109606	LOC111109606	351	351	351	351	351	351	351	351	351	351
LOC111109607	LOC111109607	1705	1705	1705	1705	1705	1705	1705	1705	1705	1705
LOC111109608	LOC111109608	3650	3650	3650	3650	3650	3650	3650	3650	3650	3650
LOC111109609	LOC111109609	441	441	441	441	441	441	441	441	441	441
LOC111109610	LOC111109610	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461
LOC111109611	LOC111109611	2078	2078	2114.50982052731	2114.50982052731	2114.50982052731	2146.22175206586	2140	2078	2143.03457082804	2140
LOC111109612	LOC111109612	1201	1556	1556	1556	1411.99976093185	1201	1201	1556	1411.99976093185	1556
LOC111109613	LOC111109613	604	604	604	604	604	604	604	604	604	604
LOC111109614	LOC111109614	650	650	650	650	650	650	650	650	650	650
LOC111109615	LOC111109615	768	768	768	768	768	768	768	768	768	768
LOC111109616	LOC111109616	1201	1201	1201	1201	1201	1201	1201	1201	1201	1201
LOC111109617	LOC111109617	4699	4699	4699	4699	4699	4699	4699	4699	4699	4699
LOC111109618	LOC111109618	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540
LOC111109619	LOC111109619	1730.15588117644	1730.15588117644	1730.15588117644	1730.15588117644	1730.15588117644	1724	1755	1724	1724	1724
LOC111109620	LOC111109620	2828	2828	2828	2828	2828	2828	2828	2828	2828	2828
LOC111109621	LOC111109621	1781	1781	1781	1781	1781	1781	1781	1781	1781	1781
LOC111109622	LOC111109622	2638	2638	2638	2638	2638	2638	2638	2638	2638	2638
LOC111109623	LOC111109623	332	332	332	332	332	332	332	332	332	332
LOC111109624	LOC111109624	2270	2270	2270	2270	2270	2270	2270	2270	2270	2270
LOC111109625	LOC111109625	2696	2696	2696	2696	2696	2696	2696	2696	2696	2696
LOC111109626	LOC111109626	1886	1886	1886	1886	1886	1886	1886	1886	1886	1886
LOC111109627	LOC111109627	2242.10221708664	2257.27843697046	2251.84567254289	2237	2237	2237	2237	2237	2252	2237
LOC111109628	LOC111109628	1377	1377	1377	1377	1377	1377	1409	1377	1380.92024138107	1377
LOC111109629	LOC111109629	1466	1466	1466	1466	1466	1466	1466	1466	1466	1466
LOC111109630	LOC111109630	2453.60387288115	2453.60387288115	2453.60387288115	2453.60387288115	2453.60387288115	2447	2490	2490	2421	2421
LOC111109631	LOC111109631	2470	2470	2470	2470	2470	2470	2470	2470	2470	2470
LOC111109632	LOC111109632	471	471	471	471	471	471	471	471	471	471
LOC111109633	LOC111109633	2212	2212	2212	2212	2212	2212	2212	2212	2212	2212
LOC111109634	LOC111109634	1367	1367	1367	1486.13179304141	1367	1590	1587.29493722076	1590	1590	1587.05824113194
LOC111109635	LOC111109635	829	829	829	829	829	829	829	829	829	829
LOC111109636	LOC111109636	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457
LOC111109637	LOC111109637	2144	2144	2144	2144	2144	2144	2144	2144	2144	2144
LOC111109638	LOC111109638	902	902	902	902	902	902	902	902	902	902
LOC111109639	LOC111109639	369	369	369	369	369	369	369	369	369	369
LOC111109640	LOC111109640	808	808	808	808	808	808	808	808	808	808
LOC111109641	LOC111109641	1593.90652172579	1593.90652172579	1593.90652172579	1593.90652172579	1593.90652172579	1551	1551	1593.90652172579	1638	1638
LOC111109642	LOC111109642	1139	1139	1139	1139	1139	1139	1139	1139	1139	1139
LOC111109643	LOC111109643	3301	3301	3301	3301	3301	3301	3301	3301	3301	3301
LOC111109644	LOC111109644	550	550	550	550	550	550	550	550	550	550
LOC111109645	LOC111109645	3494	3494	3494	3494	3494	3494	3494	3494	3494	3494
LOC111109646	LOC111109646	1254.4999003587	1254.4999003587	1254	1254.4999003587	1254.4999003587	1255	1255	1255	1254	1254
LOC111109647	LOC111109647	1002	1002	1002	1002	1002	1002	1002	1002	1002	1002
LOC111109648	LOC111109648	318	318	318	318	318	318	318	318	318	318
LOC111109649	LOC111109649	2318	2330	2318	2318	2330	2339	2336.79768772187	2335.10216644905	2338.25142540458	2328.33943107909
LOC111109650	LOC111109650	2104	2104	2104	2104	2104	2104	2104	2104	2104	2104
LOC111109651	LOC111109651	901	901	901	901	901	901	901	901	901	901
LOC111109652	LOC111109652	3073	3073	3073	3073	3073	3073	3073	3073	3073	3073
LOC111109653	LOC111109653	2962	2962	2962	2962	2962	2962	2962	2962	2962	2962
LOC111109654	LOC111109654	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700
LOC111109655	LOC111109655	1419.04832854409	1419.04832854409	1419.04832854409	1419.04832854409	1419.04832854409	1503	1261.56688260345	1457.57514537978	1559.11974329466	1335.3842411751
LOC111109656	LOC111109656	2019	2019	2019	2019	2019	2019	2019	2019	2019	2019
LOC111109657	LOC111109657	676.11340562811	676.11340562811	676.11340562811	676.11340562811	676.11340562811	742.457429485896	641	641	676.11340562811	685
LOC111109658	LOC111109658	898	898	898	898	898	898	898	898	898	898
LOC111109659	LOC111109659	3270	3270	3270	3270	3270	3270	3270	3270	3270	3270
LOC111109660	LOC111109660	775	775	775	775	775	775	775	775	775	775
LOC111109661	LOC111109661	639	639	639	639	639	639	639	639	639	639
LOC111109662	LOC111109662	2906	2906	2906	2906	2906	2906	2906	2906	2906	2906
LOC111109663	LOC111109663	1949.27553846304	1949.27553846304	1949.27553846304	1914	1949.27553846304	1949.27553846304	2097	1914	1914	1914
LOC111109664	LOC111109664	606.207113140641	606.207113140641	606.207113140641	606.207113140641	606.207113140641	822	475	475	822	537
LOC111109666	LOC111109666	341	341	341	341	341	341	341	341	341	341
LOC111109667	LOC111109667	1735	1735	1787	1735	1735	1756.73053580292	1787	1773.91251055005	1757.00066233208	1787
LOC111109668	LOC111109668	2946	2946	2946	2946	2946	2946	2946	2946	2946	2946
LOC111109669	LOC111109669	2337	2337	2337	2337	2337	2337	2337	2337	2337	2337
LOC111109670	LOC111109670	2978	2978	2978	2978	2978	2978	2978	2978	2978	2978
LOC111109671	LOC111109671	1143.83761254425	1143.83761254425	1143.83761254425	1078	1270	1202.20137587679	1147.05293283182	1139.99143146678	1104.19837251745	1078
LOC111109672	LOC111109672	2393	2393	2393	2393	2393	2393	2393	2393	2393	2393
LOC111109673	LOC111109673	613	613	613	613	613	613	613	613	613	613
LOC111109674	LOC111109674	549	549	549	549	549	549	549	549	549	549
LOC111109675	LOC111109675	1486	1486	1486	1486	1486	1486	1486	1486	1486	1486
LOC111109676	LOC111109676	524	524	524	524	524	524	524	524	524	524
LOC111109677	LOC111109677	1447	1447	1447	1447	1447	1447	1447	1447	1447	1447
LOC111109678	LOC111109678	2169	2169	2169	2169	2169	2169	2169	2169	2169	2169
LOC111109679	LOC111109679	475	475	475	475	475	475	475	475	475	475
LOC111109680	LOC111109680	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250
LOC111109681	LOC111109681	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111
LOC111109682	LOC111109682	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109
LOC111109683	LOC111109683	2067	2067	2067	2067	2067	2067	2067	2067	2067	2067
LOC111109684	LOC111109684	1987	1987	1987	1987	1987	1987	1987	1987	1987	1987
LOC111109685	LOC111109685	1908	1908	1908	1908	1908	1908	1908	1908	1908	1908
LOC111109686	LOC111109686	1307	1307	1307	1307	1307	1307	1307	1307	1307	1307
LOC111109687	LOC111109687	3331	3331	3331	3331	3331	3331	3331	3331	3331	3331
LOC111109688	LOC111109688	396	396	396	396	396	396	396	396	396	396
LOC111109689	LOC111109689	2756	2756	2756	2756	2756	2756	2756	2756	2756	2756
LOC111109690	LOC111109690	3677	3677	3677	3677	3677	3677	3677	3677	3677	3677
LOC111109691	LOC111109691	2685	2685	2685	2685	2685	2685	2685	2685	2685	2685
LOC111109692	LOC111109692	530	530	530	530	530	530	530	530	530	530
LOC111109693	LOC111109693	2334	2334	2334	2342.22467487924	2334	2334	2334	2359.9552229287	2334	2382.57862916948
LOC111109694	LOC111109694	418	418	418	418	418	418	418	418	418	418
LOC111109695	LOC111109695	974	974	974	974	974	974	974	974	974	974
LOC111109696	LOC111109696	783	783	783	783	783	783	783	783	783	783
LOC111109697	LOC111109697	763	763	763	763	763	763	763	763	763	763
LOC111109698	LOC111109698	1188.84672972141	1188.84672972141	1181	1192	1188.84672972141	1181	1192	1192	1192	1192
LOC111109699	LOC111109699	717	717	717	717	717	717	717	717	717	717
LOC111109700	LOC111109700	396	396	396	396	396	396	396	396	396	396
LOC111109701	LOC111109701	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511
LOC111109702	LOC111109702	1803	1803	1803	1803	1803	1803	1803	1803	1803	1803
LOC111109703	LOC111109703	1444	1444	1444	1444	1444	1444	1444	1444	1444	1444
LOC111109704	LOC111109704	717	717	717	717	717	717	717	717	717	717
LOC111109705	LOC111109705	796.245590671885	796.245590671885	796.245590671885	793	793	816	793	793	793	793
LOC111109706	LOC111109706	810	810	810	810	810	810	810	810	810	810
LOC111109707	LOC111109707	72.149	72.149	72.149	72.149	72.149	72.149	72.149	72.149	72.149	72.149
LOC111109708	LOC111109708	1377	1377	1377	1377	1377	1377	1377	1377	1377	1377
LOC111109709	LOC111109709	7179	7179	7179	7179	7179	7179	7179	7179	7179	7179
LOC111109710	LOC111109710	891	891	891	891	891	891	891	891	891	891
LOC111109711	LOC111109711	1567.00457111603	1567.00457111603	1567.00457111603	1567.00457111603	1557	1557	1557	1557	1618	1557
LOC111109712	LOC111109712	921	921	921	921	921	921	921	921	921	921
LOC111109713	LOC111109713	921	921	921	921	921	921	921	921	921	921
LOC111109714	LOC111109714	891	891	891	891	891	891	891	891	891	891
LOC111109715	LOC111109715	1203	1203	1203	1203	1203	1203	1203	1203	1203	1203
LOC111109716	LOC111109716	578	578	578	578	578	578	578	578	578	578
LOC111109717	LOC111109717	1457	1457	1457	1457	1457	1457	1457	1457	1457	1457
LOC111109718	LOC111109718	443	443	443	443	443	443	443	443	443	443
LOC111109719	LOC111109719	176	176	176	176	176	176	176	176	176	176
LOC111109720	LOC111109720	832	832	832	832	832	832	832	832	832	832
LOC111109721	LOC111109721	2290	2300.79287502793	2300.79287502793	2300.79287502793	2300.79287502793	2329	2301.8597607898	2293.9394348859	2300.19090141932	2290
LOC111109722	LOC111109722	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080
LOC111109723	LOC111109723	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298
LOC111109724	LOC111109724	331	331	331	331	331	331	331	331	331	331
LOC111109725	LOC111109725	778	778	778	778	778	778	778	778	778	778
LOC111109726	LOC111109726	913	913	913	913	913	913	913	913	913	913
LOC111109727	LOC111109727	1785	1803.61326176166	1803.61326176166	1785	1803.61326176166	1851	1785	1851	1785	1785
LOC111109728	LOC111109728	785	785	785	785	785	785	785	785	785	785
LOC111109729	LOC111109729	2511	2511	2511	2511	2511	2511	2511	2511	2511	2511
LOC111109730	LOC111109730	4453	4453	4453	4453	4453	4453	4453	4453	4453	4453
LOC111109731	LOC111109731	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258
LOC111109732	LOC111109732	934	934	934	934	934	934	934	934	934	934
LOC111109733	LOC111109733	1143	1143	1143	1143	1143	1143	1143	1143	1143	1143
LOC111109734	LOC111109734	778	778	778	778	778	778	778	778	778	778
LOC111109735	LOC111109735	2435.10841957747	2435.10841957747	2435.10841957747	2435.10841957747	2435.10841957747	3006	1894.82494446847	2481.01756799247	2640.81495487894	2294.38149689679
LOC111109736	LOC111109736	258	258	258	258	258	258	258	258	258	258
LOC111109737	LOC111109737	1143	1143	1143	1143	1143	1143	1143	1143	1143	1143
LOC111109738	LOC111109738	956	956	956	956	956	956	956	956	956	956
LOC111109739	LOC111109739	605	605	605	605	605	605	605	605	605	605
LOC111109740	LOC111109740	4075	4075	4075	4075	4075	4075	4075	4075	4075	4075
LOC111109741	LOC111109741	1007	1007	1007	1007	1007	1007	1007	1007	1007	1007
LOC111109742	LOC111109742	1770	1770	1770	1770	1770	1770	1770	1770	1770	1770
LOC111109743	LOC111109743	628	628	628	628	628	628	628	628	628	628
LOC111109744	LOC111109744	1399.38317024269	1399.38317024269	1399.38317024269	1399.38317024269	1399.38317024269	1405	1405	1405	1391	1391
LOC111109745	LOC111109745	7278	7278	7278	7278	7278	7278	7278	7278	7278	7278
LOC111109746	LOC111109746	1027.9249204549	1022	1022	1022	1027.9249204549	1032	1032	1032	1032	1029.48419445829
LOC111109747	LOC111109747	2274	2274	2274	2274	2274	2274	2274	2274	2274	2274
LOC111109748	LOC111109748	2796	2796	2796	2796	2796	2796	2796	2796	2796	2796
LOC111109749	LOC111109749	761	785.281655340964	785.281655340964	761	785.281655340964	761	804	804	804	804
LOC111109750	LOC111109750	2367	2367	2367	2367	2367	2371.9877139491	2369.0077928825	2373	2367	2370.01272000071
LOC111109751	LOC111109751	1010	1010	1010	1010	1010	1010	1010	1010	1010	1010
LOC111109752	LOC111109752	2547.18156387738	2547.18156387738	2547.18156387738	2547.18156387738	2547.18156387738	2554	2554	2554	2554	2520.08936644693
LOC111109753	LOC111109753	1189	1189	1189	1189	1189	1189	1189	1189	1189	1189
LOC111109754	LOC111109754	6292	6292	6292	6292	6292	6292	6292	6292	6292	6292
LOC111109755	LOC111109755	9565	9565	9565	9565	9565	8623.10607354733	8719.11759590573	8560.59834930703	8542.36143521101	8741.33140432951
LOC111109756	LOC111109756	1668	1668	1668	1668	1668	1668	1668	1668	1668	1668
LOC111109757	LOC111109757	2119	2119	2119	2119	2119	2119	2119	2119	2119	2119
LOC111109758	LOC111109758	1106	1106	1106	1106	1106	1106	1106	1106	1106	1106
LOC111109759	LOC111109759	106.001	106.001	106.001	106.001	106.001	106.001	106.001	106.001	106.001	106.001
LOC111109760	LOC111109760	506	506	506	506	506	506	506	506	506	506
LOC111109761	LOC111109761	439	439	439	439	439	439	439	439	439	439
LOC111109762	LOC111109762	224	224	224	224	224	224	224	224	224	224
LOC111109763	LOC111109763	762	762	762	762	762	762	762	762	762	762
LOC111109764	LOC111109764	610	610	610	610	610	610	610	610	610	610
LOC111109765	LOC111109765	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046
LOC111109766	LOC111109766	7011	7011	7011	7011	7011	7011	7011	7011	7011	7011
LOC111109767	LOC111109767	459	459	459	459	459	567	459	459	567	484.602151067413
LOC111109768	LOC111109768	1179.42956234123	1177.1237640024	1173.37027567583	1168.23321703364	1174.35155201131	1161.18741672468	1160.89113723092	1161.78104790614	1159.07825787803	1159.77809220342
LOC111109769	LOC111109769	1267.27547146567	1267.27547146567	1267.27547146567	1267.27547146567	1267.27547146567	1339.81966140875	1332.1092893948	1312.31207402507	1242.49615641051	1123.14741831403
LOC111109770	LOC111109770	1607.70136359065	1607.70136359065	1605	1607.70136359065	1607.70136359065	1611	1609.36685376565	1606.99751039913	1605.94747777153	1607.90397740417
LOC111109771	LOC111109771	2487	2487	2487	2487	2487	2487	2487	2487	2487	2487
LOC111109772	LOC111109772	4187	4187	4187	4187	4187	4187	4187	4187	4187	4187
LOC111109773	LOC111109773	267	267	267	267	267	267	267	267	267	267
LOC111109774	LOC111109774	279	279	279	279	279	279	279	279	279	279
LOC111109775	LOC111109775	3817	3817	3817	3817	3817	3817	3817	3817	3817	3817
LOC111109776	LOC111109776	823	823	823	823	823	823	823	823	823	823
LOC111109777	LOC111109777	1871	1871	1871	1871	1871	1871	1871	1871	1871	1871
LOC111109778	LOC111109778	2095	2095	2095	2095	2095	2095	2095	2095	2095	2095
LOC111109779	LOC111109779	2693	2693	2693	2693	2693	2693	2693	2693	2693	2693
LOC111109780	LOC111109780	377	377	377	377	377	377	377	377	377	377
LOC111109781	LOC111109781	1099	1099	1099	1099	1099	1099	1099	1099	1099	1099
LOC111109783	LOC111109783	1589	1097	1589	1440.68494273484	1589	1589	1509.95655072377	1589	1243.45624759403	1281.44532711143
LOC111109784	LOC111109784	974	974	974	974	974	974	974	974	974	974
LOC111109785	LOC111109785	636	636	636	636	636	636	636	636	636	636
LOC111109786	LOC111109786	1816	1816	1816	1816.15911313456	1816	1816	1816	1817.43252019232	1816	1816
LOC111109787	LOC111109787	2593	2593	2593	2593	2593	2593	2593	2593	2593	2593
LOC111109788	LOC111109788	1671	1671	1671	1671	1671	1671	1671	1671	1671	1671
LOC111109789	LOC111109789	1579	1579	1579	1579	1579	1579	1579	1579	1579	1579
LOC111109790	LOC111109790	2103	2103	2103	2103	2103	2103	2103	2103	2103	2103
LOC111109791	LOC111109791	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967
LOC111109792	LOC111109792	287	287	287	287	287	287	287	287	287	287
LOC111109793	LOC111109793	705	705	705	705	705	705	705	705	705	705
LOC111109794	LOC111109794	310	310	310	310	310	310	310	310	310	310
LOC111109795	LOC111109795	1703	1703	1703	1703	1703	1703	1703	1703	1703	1703
LOC111109796	LOC111109796	931	931	931	931	931	931	931	931	931	931
LOC111109797	LOC111109797	590	590	590	590	590	590	590	590	590	590
LOC111109798	LOC111109798	2063	2063	2063	2063	2063	2063	2063	2063	2063	2063
LOC111109799	LOC111109799	2115	2115	2115	2115	2115	2115	2115	2115	2115	2115
LOC111109800	LOC111109800	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024
LOC111109801	LOC111109801	1212	1212	1212	1212	1212	1212	1212	1212	1212	1212
LOC111109802	LOC111109802	2146.79054572678	2146.79054572678	2146.79054572678	2146.79054572678	2146.79054572678	2152	2139	2139	2152	2152
LOC111109803	LOC111109803	7506	7506	9270.86710032634	9270.86710032634	9270.86710032634	10088	10088	10088	10088	10088
LOC111109804	LOC111109804	2808	2808	2808	2808	2808	2808	2808	2808	2808	2808
LOC111109805	LOC111109805	1403	1403	1403	1403	1403	1403	1403	1403	1403	1403
LOC111109806	LOC111109806	1706	1706	1706	1706	1706	1706	1706	1706	1706	1706
LOC111109807	LOC111109807	688	688	688	688	688	688	688	688	688	688
LOC111109808	LOC111109808	1107	1107	1107	1107	1107	1107	1107	1107	1107	1107
LOC111109809	LOC111109809	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
LOC111109810	LOC111109810	1363	1363	1363	1363	1363	1363	1363	1363	1363	1363
LOC111109811	LOC111109811	1173	1173	1173	1173	1173	1173	1173	1173	1173	1173
LOC111109812	LOC111109812	1589	1589	1589	1589	1589	1589	1589	1589	1589	1589
LOC111109813	LOC111109813	1499	1499	1499	1499	1499	1499	1499	1499	1499	1499
LOC111109814	LOC111109814	478.5	478.5	478.5	478.5	478.5	478.5	478.5	478.5	478.5	478.5
LOC111109815	LOC111109815	384	384	384	384	384	384	384	384	384	384
LOC111109816	LOC111109816	716	716	716	716	716	716	716	716	716	716
LOC111109817	LOC111109817	393	393	393	393	393	393	393	393	393	393
LOC111109818	LOC111109818	289	289	289	289	289	289	289	289	289	289
LOC111109819	LOC111109819	3571	3571	3571	3502	3571	3565.80267761973	3571	3571	3562.698981116	3554.61069848791
LOC111109820	LOC111109820	1658	1658	1658	1658	1658	1658	1658	1658	1658	1658
LOC111109821	LOC111109821	1658.70051803033	1658.70051803033	1658.70051803033	1658.70051803033	1658.70051803033	1658.60446196929	1657.15921437012	1659.28058453728	1661	1657.46120565666
LOC111109822	LOC111109822	3693	3693	3693	3693	3693	3693	3693	3693	3693	3693
LOC111109823	LOC111109823	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100
LOC111109824	LOC111109824	588	588	588	588	588	588	588	588	588	588
LOC111109825	LOC111109825	271	271	271	271	271	271	271	271	271	271
LOC111109826	LOC111109826	1604	1604	1604	1604	1604	1604	1604	1604	1604	1604
LOC111109827	LOC111109827	1424	1424	1424	1424	1424	1424	1424	1424	1424	1424
LOC111109828	LOC111109828	577	577	577	577	577	577	577	577	577	577
LOC111109829	LOC111109829	1532	1532	1532	1532	1532	1532	1532	1532	1532	1532
LOC111109830	LOC111109830	573	573	573	573	573	573	573	573	573	573
LOC111109831	LOC111109831	4863	4863	4863	4863	4863	4890.68758751196	4898.03701589448	4916.78185525365	4902.27237427743	4932.41139081751
LOC111109832	LOC111109832	1936.06782920071	1946.54173281867	1928.65714523395	2401	1891	2219.9507969521	2373.91208203426	2377.5244887256	2198.17510512965	2401
LOC111109833	LOC111109833	2067	2067	2067	2067	2067	2067	2067	2067	2067	2067
LOC111109834	LOC111109834	456	456	456	456	456	456	456	456	456	456
LOC111109835	LOC111109835	796	796	796	796	796	796	796	796	796	796
LOC111109836	LOC111109836	915	915	915	915	915	915	915	915	915	915
LOC111109837	LOC111109837	786	786	786	786	786	786	786	786	786	786
LOC111109838	LOC111109838	854	854	854	854	854	854	854	854	854	854
LOC111109839	LOC111109839	1525	1525	1525	1525	1525	1525	1525	1525	1525	1525
LOC111109840	LOC111109840	2009.08178940581	2009.08178940581	2009.08178940581	2009.08178940581	2009.08178940581	2050	1928.96621706268	1969.70814591285	2050	2050
LOC111109841	LOC111109841	1563	1563	1563	1563	1563	1563	1563	1563	1563	1563
LOC111109842	LOC111109842	308	308	308	308	308	308	308	308	308	308
LOC111109843	LOC111109843	1019	1019	1019	1019	1019	1019	1019	1019	1019	1019
LOC111109844	LOC111109844	2034	2034	2034	2034	2034	2034	2034	2034	2034	2034
LOC111109845	LOC111109845	2091	2091	2091	2091	2091	2091	2091	2091	2091	2091
LOC111109846	LOC111109846	1441	1441	1441	1441	1441	1441	1441	1441	1441	1441
LOC111109847	LOC111109847	11731	11731	11731	11731	11731	11731	11731	11731	11731	11731
LOC111109848	LOC111109848	544	544	544	544	544	544	544	544	544	544
LOC111109850	LOC111109850	778	778	778	778	778	778	778	778	778	778
LOC111109851	LOC111109851	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093
LOC111109852	LOC111109852	2384	1695.79660603548	2384	1695.79660603548	2524	1276.24873114167	1350.32991928385	1425.67046239941	1370.00881928148	1416.34975807269
LOC111109853	LOC111109853	1693	1693	1693	1693	1693	1693	1693	1693	1693	1693
LOC111109854	LOC111109854	2367	2367	2367	2367	2367	2367	2367	2367	2367	2367
LOC111109855	LOC111109855	771	771	771	771	771	831	771	771	771	771
LOC111109856	LOC111109856	1736	1736	1736	1736	1736	1736	1736	1736	1736	1736
LOC111109857	LOC111109857	2448	2448	2448	2448	2448	2448	2448	2448	2448	2448
LOC111109858	LOC111109858	1295	1295	1295	1295	1295	1295	1295	1295	1295	1295
LOC111109859	LOC111109859	145	145	145	145	145	145	145	145	145	145
LOC111109860	LOC111109860	6832	6832	6832	6832	6832	6832	6832	6832	6832	6832
LOC111109861	LOC111109861	1044	1044	1044	1044	1044	1044	1044	1044	1044	1044
LOC111109862	LOC111109862	1079	1079	1063.73238221299	972	1063.73238221299	1078.08252466885	1079	1074.61572836897	1074.68228725914	1078.30880902653
LOC111109863	LOC111109863	3034	3034	3034	3034	3034	3034	3034	3034	3034	3034
LOC111109864	LOC111109864	595	595	595	595	595	595	595	595	595	595
LOC111109865	LOC111109865	607	607	607	607	607	607	607	607	607	607
LOC111109866	LOC111109866	611	611	611	611	611	611	611	611	611	611
LOC111109867	LOC111109867	349	349	349	349	349	349	349	349	349	349
LOC111109868	LOC111109868	1371	1371	1325.21598448259	1355.70434507706	1342.02209158117	1318.92621647192	1510.27400459917	1327.11792897471	1320.96471530899	1325.21599772717
LOC111109869	LOC111109869	655.599511300887	655.599511300887	655.599511300887	655.599511300887	655.599511300887	656	656	656	654	656
LOC111109870	LOC111109870	1678	1675.99880668215	1675.99880668215	1675.99880668215	1675.99880668215	1674	1674	1674	1678	1678
LOC111109871	LOC111109871	456	456	456	456	456	456	456	456	456	456
LOC111109872	LOC111109872	54.027	54.027	54.027	54.027	54.027	54.027	54.027	54.027	54.027	54.027
LOC111109873	LOC111109873	439.12661963338	439.12661963338	439.12661963338	439.12661963338	439.12661963338	396	396	396	664	396
LOC111109874	LOC111109874	488	488	488	488	488	488	488	488	488	488
LOC111109875	LOC111109875	706	706	706	706	706	706	706	706	706	706
LOC111109876	LOC111109876	577	577	577	577	577	577	577	577	577	577
LOC111109877	LOC111109877	208	208	208	208	208	208	208	208	208	208
LOC111109878	LOC111109878	1174	1174	1174	1174	1174	1174	1174	1174	1174	1174
LOC111109879	LOC111109879	1648.88088430483	1648.88088430483	1648.88088430483	1648.88088430483	1648.88088430483	1660	1627	1660	1634.74658117206	1663
LOC111109880	LOC111109880	441	441	441	441	441	441	441	441	441	441
LOC111109881	LOC111109881	491	491	491	491	491	491	491	491	491	491
LOC111109882	LOC111109882	131	131	131	131	131	131	131	131	131	131
LOC111109883	LOC111109883	1926	1926	1926	1926	1926	1926	1926	1926	1926	1926
LOC111109884	LOC111109884	888	888	888	888	888	888	888	888	888	888
LOC111109885	LOC111109885	12653	12644	12653	12644	12644	12653	12653	12623.4141310702	12653	12647.326028007
LOC111109886	LOC111109886	2579	2579	2579	2579	2579	2579	2579	2579	2579	2579
LOC111109887	LOC111109887	737	737	737	737	737	737	737	737	737	737
LOC111109888	LOC111109888	982	982	982	982	982	982	982	982	982	982
LOC111109889	LOC111109889	1317	1317	1022	1022	1317	1022	1317	751.085291550198	1289	1080.28295446391
LOC111109890	LOC111109890	2278	2278	2280.2422599916	2278	2296	2278	2278	2278	2280.2422599916	2278
LOC111109891	LOC111109891	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136
LOC111109892	LOC111109892	1203	1203	1203	1203	1203	1203	1203	1203	1203	1203
LOC111109893	LOC111109893	125.164579230506	125.164579230506	125.164579230506	125.164579230506	125.164579230506	120	131.253031804082	120	135.442242753912	120
LOC111109894	LOC111109894	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461
LOC111109895	LOC111109895	90.014	90.014	90.014	90.014	90.014	90.014	90.014	90.014	90.014	90.014
LOC111109896	LOC111109896	422	422	422	422	422	422	422	422	422	422
LOC111109897	LOC111109897	384	384	384	384	384	384	384	384	384	384
LOC111109898	LOC111109898	1915	1915	1915	1915	1915	1915	1915	1915	1915	1963
LOC111109899	LOC111109899	2141.88710870888	2141.88710870888	2122	2141.88710870888	2141.88710870888	2149.39598822651	2122	2180.32710011359	2140.07768420245	2138.06585332873
LOC111109900	LOC111109900	5435	5435	5435	5435	5435	5435	5435	5435	5435	5435
LOC111109901	LOC111109901	1259	1259	1259	1259	1259	1259	1259	1259	1259	1259
LOC111109902	LOC111109902	797	797	797	797	797	797	797	797	797	797
LOC111109903	LOC111109903	352.202003751296	352.202003751296	352.202003751296	352.202003751296	352.202003751296	362	338	362	338	362
LOC111109904	LOC111109904	1755	1755	1755	1755	1755	1755	1755	1755	1755	1755
LOC111109905	LOC111109905	1687	1687	1687	1687	1687	1687	1687	1687	1687	1687
LOC111109906	LOC111109906	1636	1636	1636	1636	1636	1636	1636	1636	1636	1636
LOC111109907	LOC111109907	960	960	960	960	960	960	960	960	960	960
LOC111109908	LOC111109908	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386
LOC111109909	LOC111109909	296	296	296	296	296	296	296	296	296	296
LOC111109910	LOC111109910	934.396610461646	931	934.396610461646	931	931	934.149332088812	937.408031564774	937.052024591041	936.489649271393	937.10731766903
LOC111109912	LOC111109912	456	456	456	456	456	456	456	456	456	456
LOC111109913	LOC111109913	390	390	390	390	390	390	390	390	390	390
LOC111109914	LOC111109914	1840	1840	1840	1840	1840	1828	1828	1828	1840	1828
LOC111109915	LOC111109915	625	625	625	625	625	625	625	625	625	625
LOC111109916	LOC111109916	1191.13475308212	1191.13475308212	1191.13475308212	1191.13475308212	1191.13475308212	1191.13475308212	1221	1162	1191.13475308212	1191.13475308212
LOC111109917	LOC111109917	721	721	721	721	721	721	721	721	721	721
