Row.names,logFC,logCPM,LR,PValue,FDR,Protein.Name
gene21329,-0.188750652,6.835888475,0.255833666,0.612997041,0.978656963,fibronectin type-III domain-containing protein 3A-like isoform X1
gene21330,-0.133448234,4.227155544,0.074651967,0.78468017,0.98882458,uncharacterized protein LOC111135822
gene21332,-0.152880173,4.111420219,0.128609802,0.719877821,0.986220354,DNA repair protein complementing XP-G cells homolog isoform X1
gene21333,-0.206234967,5.987900235,0.226412696,0.634196613,0.981107713,H/ACA ribonucleoprotein complex subunit 4-like
gene21334,-0.041320953,3.993475941,0.008900959,0.924835189,0.993795637,cyclin-C-like
gene21335,-0.234109402,2.261884449,0.078788635,0.778945776,0.9880017,monocarboxylate transporter 12-like
gene21338,-0.118144447,7.447442257,0.048921527,0.824950636,0.992241237,"ornithine aminotransferase, mitochondrial-like"
gene21339,0.310070234,4.657329694,0.092346596,0.761214876,0.987968907,Zwei Ig domain protein zig-4 (2 Ig domain protein zig-4)
gene2134,-0.310748919,4.106600686,0.341293428,0.559083581,0.974759326,RNA cytidine acetyltransferase-like isoform X1
gene21340,-0.736604158,2.791096498,0.59633472,0.439979923,0.953854878,zwei Ig domain protein zig-4-like
gene21343,0.051689664,4.203469431,0.023831955,0.877313262,0.993795637,biotin--protein ligase-like
gene21344,-0.106592062,7.58775935,0.164481696,0.685063403,0.984120103,uncharacterized protein LOC111135757
gene21346,0.600355047,4.498734686,1.693470582,0.193144101,0.898420206,GATOR complex protein WDR24-like
gene21347,0.520665626,3.049391739,0.596938502,0.439748516,0.953854878,E3 ubiquitin-protein ligase MSL2-like
gene21348,0.03007041,5.641237609,0.00681377,0.934212887,0.994004792,protein slit-like isoform X2
gene21349,0.407810952,5.277974274,0.37397925,0.540843185,0.969238461,phosphatidylinositide phosphatase SAC2-like
gene2135,0.314961408,5.328241718,0.760484677,0.383176887,0.939249657,uncharacterized protein LOC111130267 isoform X1
gene21350,0.132539589,3.876853928,0.06008408,0.806363098,0.991016053,uncharacterized protein LOC111135592
gene21351,0.512652953,3.912389588,0.263021178,0.608052121,0.978656963,octopamine receptor 2-like
gene21353,0.01233848,6.336921227,0.003439919,0.953230226,0.997184316,protein FAM193A-like
gene21356,-0.761152513,3.82817546,1.033738819,0.309282142,0.932260097,uncharacterized protein LOC111135603
gene21357,-1.25921409,2.657270068,3.390631974,0.065567813,0.772092742,UV-stimulated scaffold protein A-like
gene21358,-0.253839615,5.112741821,0.368578599,0.543780075,0.969301011,uncharacterized protein LOC111135590 isoform X1
gene2136,-0.090811577,6.837432447,0.04108985,0.839364588,0.992241237,uncharacterized protein LOC111134856 isoform X1
gene21360,0.633341302,6.577428255,3.978494317,0.046084741,0.717499739,programmed cell death protein 4-like
gene21361,0.582634398,5.904676544,1.699570391,0.19234417,0.898420206,uncharacterized protein LOC111135611
gene21362,-0.137244787,3.936667669,0.068323689,0.793793307,0.98984769,protein PBDC1-like
gene21363,0.152514502,6.687323741,0.434744271,0.509670142,0.964299122,G protein-coupled receptor kinase 5-like
gene21365,-1.598217668,2.676873908,4.36914716,0.036595303,0.693689494,uncharacterized protein LOC111135608
gene21366,-0.760556582,3.90994602,2.202566826,0.137781141,0.863728331,uncharacterized protein LOC111135599
gene21367,-0.654600543,6.349966491,3.106440645,0.077983209,0.797624156,uncharacterized protein LOC111135604
gene21368,-0.137166631,4.694090994,0.125334097,0.723319728,0.986220354,exocyst complex component 4-like isoform X1
gene21369,0.128111687,4.036796276,0.040884788,0.839760474,0.992241237,monocarboxylate transporter 13-like isoform X1
gene2137,-0.699009135,5.627456437,2.961865227,0.085249547,0.811887178,"probable splicing factor, arginine/serine-rich 6"
gene21370,-0.804177844,3.615231996,0.860225274,0.353675658,0.932260097,monocarboxylate transporter 13-like isoform X1
gene21373,0.111807848,3.906821853,0.07562913,0.78331047,0.98882458,von Willebrand factor A domain-containing protein 8-like
gene21374,0.177989996,3.441559736,0.127855263,0.720666223,0.986220354,programmed cell death protein 10-like isoform X1
gene21375,0.549534102,4.222034101,0.904332791,0.341622581,0.932260097,probable cytochrome P450 49a1
gene21378,-0.153876931,7.554105142,0.349242307,0.554542355,0.972708121,remodeling and spacing factor 1-like isoform X1
gene21379,-0.382383302,4.342621598,0.892798544,0.344720054,0.932260097,UPF0687 protein C20orf27 homolog
gene21380,-0.711965986,3.922261597,0.838935781,0.359701315,0.9323097,heparanase-like
gene21382,-0.00647802,3.325702942,0.000121009,0.991223107,0.999243796,"tRNA pseudouridine synthase A, mitochondrial-like"
gene21383,0.292469063,4.869894608,0.545381004,0.460211179,0.956091449,uncharacterized protein LOC111134442 isoform X1
gene21385,-0.097309081,2.343624292,0.012697353,0.910282251,0.993795637,uncharacterized protein LOC111136953 isoform X1
gene21386,0.058298435,2.560481101,0.006757118,0.934486328,0.994051482,uncharacterized protein LOC111099125 isoform X1
gene21388,-0.142392098,2.429422689,0.022913132,0.879683188,0.993795637,uncharacterized protein LOC111136817
gene21389,-0.363635151,4.801302893,0.532128708,0.465713279,0.956091449,cytochrome P450 2J5-like isoform X1
gene21391,0.513401326,3.175100975,0.480266063,0.488301826,0.959339323,cytochrome P450 2H1-like
gene21392,-0.319916787,7.260057635,0.404809435,0.524615858,0.967156286,cytochrome P450 2B4-like
gene21393,-0.125042935,3.392936124,0.031778977,0.858513617,0.993124605,cytochrome P450 2U1-like
gene21395,-0.655785849,4.796906768,1.664716017,0.196967778,0.900440534,ankyrin repeat domain-containing protein 34B-like isoform X1
gene21396,0.503926202,3.323987825,0.57732087,0.447364375,0.956091449,"neuroligin-4, X-linked-like isoform X1"
gene21397,0.056160228,5.444963377,0.007192278,0.93241459,0.993795637,neuroligin-2-like isoform X6
gene21398,-1.49675945,4.573383855,7.01358343,0.008089361,0.464872788,glycine N-acyltransferase-like
gene21402,0.307153367,3.671565135,0.289741493,0.590386235,0.978656963,cytochrome P450 3A24-like
gene21403,0.101284441,4.070863594,0.065295491,0.798313912,0.990057259,erythroid differentiation-related factor 1-like
gene21405,0.078899237,4.086683837,0.021806621,0.882602696,0.993795637,"grpE protein homolog 1, mitochondrial-like isoform X1"
gene21406,-0.326919016,7.151775585,2.58374246,0.107966125,0.837579189,nuclear hormone receptor HR96-like isoform X1
gene21407,-0.510886384,7.362814168,3.60976474,0.057441245,0.757252926,"glutamate receptor ionotropic, kainate 2-like"
gene21408,3.08111628,3.010679021,8.581265199,0.003396393,0.351065253,circadian locomoter output cycles protein kaput-like
gene21409,0.284818749,2.359040933,0.12496599,0.723709664,0.986220354,AP-5 complex subunit sigma-1-like
gene2141,-2.332906274,2.688926048,6.207266161,0.012722696,0.518081179,saxiphilin-like
gene21410,0.577916377,4.210810969,0.923134586,0.336653276,0.932260097,uncharacterized protein LOC111135295
gene21411,-0.514447554,5.720705016,1.86169219,0.172429624,0.891085688,signal recognition particle subunit SRP72-like
gene21412,0.27437154,5.45227261,0.522277336,0.469871849,0.956091449,ras-related protein Rab-28-like
gene21413,0.034784905,6.160691114,0.012958267,0.909369081,0.993795637,ankyrin repeat domain-containing protein 42-like isoform X1
gene21414,0.101883417,4.139831409,0.060373492,0.805906591,0.991016053,nuclear fragile X mental retardation-interacting protein 1-like
gene21415,-0.882022062,4.236278142,3.437166632,0.063744923,0.771175114,SMC5-SMC6 complex localization factor protein 2-like isoform X4
gene21417,0.9267267,3.563915206,0.944171241,0.331207409,0.932260097,yolk ferritin-like
gene21418,-0.194592374,7.822339651,0.110803627,0.739231066,0.987396642,uncharacterize lncRNA
gene2142,-1.150839935,2.353866433,1.741584997,0.186938122,0.896825415,cytochrome P450 1A2-like
gene21421,-1.827340875,5.291207308,15.81784086,6.97E-05,0.040540906,uncharacterized protein LOC111136632
gene21422,0.186360163,5.475850855,0.121712055,0.727184996,0.986220354,uncharacterized protein LOC111136633
gene21423,-0.38783832,6.613337818,2.317011389,0.127965677,0.860254078,poly(U)-binding-splicing factor PUF60-like isoform X1
gene21424,0.998673944,4.332869831,2.566879864,0.109122772,0.840207874,uncharacterized protein LOC111135189 isoform X1
gene21425,0.209555969,5.978091115,0.40251302,0.525794274,0.967156286,exonuclease 3\'-5\' domain-containing protein 2-like
gene21426,-0.099238215,6.239847044,0.140202285,0.708079996,0.98547842,E3 ubiquitin-protein ligase KCMF1-like isoform X1
gene21427,-0.499817498,4.38949579,0.771879176,0.379636341,0.939088885,protease-associated domain-containing protein 1-like
gene21428,-0.225897574,4.926564287,0.144764841,0.703589325,0.985217137,LOW QUALITY PROTEIN: retinal guanylyl cyclase 2-like
gene2143,-0.563752296,3.55550477,0.629405445,0.427573485,0.951191006,cytochrome P450 2D27-like
gene21431,0.032043763,7.560601902,0.008574037,0.926224445,0.993795637,uncharacterized protein LOC111135426
gene21432,-0.060968673,5.223437829,0.007926495,0.929057379,0.993795637,uncharacterized protein LOC111135427
gene21434,0.016851117,3.200072175,0.000161547,0.989859073,0.999243796,protein argonaute 3-like
gene21435,-0.104021914,6.306870487,0.13026843,0.718153884,0.986220354,"very long-chain specific acyl-CoA dehydrogenase, mitochondrial-like"
gene21436,0.789972122,4.138826929,1.842528831,0.174654842,0.89174321,mediator of RNA polymerase II transcription subunit 11-like
gene21437,0.239655049,5.558195434,0.358992564,0.549066273,0.97042053,long-chain-fatty-acid--CoA ligase 4-like
gene21438,0.214153271,4.936695245,0.093385746,0.759916216,0.987968907,uncharacterized protein LOC111136032
gene21439,-0.560682849,6.558175514,1.27410282,0.258998402,0.92497914,uncharacterized protein LOC111136031
gene21440,-0.806873696,4.938243274,0.440071406,0.507087993,0.963408471,uncharacterized protein LOC111136030
gene21441,-1.103244885,3.585842046,2.330554146,0.126856711,0.859200102,uncharacterized protein LOC111136029
gene21443,-0.019247774,3.792037898,0.001340791,0.970790533,0.998340714,uncharacterized protein LOC111136655 isoform X1
gene21444,-0.518618939,3.69643311,1.153005065,0.282920967,0.928733489,glycerol-3-phosphate acyltransferase 4-like
gene21447,-0.35146033,8.515840233,1.204372043,0.272449596,0.928733489,uncharacterized protein LOC111137772
gene21448,0.391807116,4.535724332,0.279207761,0.597220949,0.978656963,XK-related protein 6-like
gene21449,-0.721002308,2.420042925,0.889770862,0.34553941,0.932260097,XK-related protein 6-like isoform X1
gene2145,0.894977821,4.079440983,2.02498751,0.154730196,0.880084763,sulfotransferase 1C4-like
gene21451,0.690609932,2.71365823,0.789737259,0.374179584,0.938894644,XK-related protein 6-like
gene21452,0.530366203,5.106590175,1.669106371,0.196378271,0.900081875,XK-related protein 6-like isoform X1
gene21457,-0.238246896,5.590765664,0.139034662,0.709242581,0.985550441,uncharacterized protein LOC111135827 isoform X1
gene21458,-0.093449307,7.619462565,0.16327403,0.686159912,0.984120103,uncharacterized protein LOC111134422
gene21459,1.102579354,2.512654628,2.461169457,0.116691873,0.84781312,sepiapterin reductase-like isoform X1
gene21460,-0.176838762,3.4484567,0.121490217,0.727423816,0.986237612,exocyst complex component 6B-like isoform X1
gene21461,-0.283807845,2.615952394,0.170113986,0.680010524,0.98354685,uncharacterized protein LOC111133202
gene21462,-0.043027982,3.855701408,0.007141403,0.93265348,0.993795637,uncharacterized protein LOC111136831
gene21463,-0.042862806,3.6635511,0.007230844,0.932234066,0.993795637,protein RRP5 homolog
gene21465,0.134388707,4.650021853,0.091967964,0.761690048,0.987968907,pyridoxal phosphate homeostasis protein-like
gene21467,0.124424049,6.923832183,0.161928367,0.687387286,0.984120103,uncharacterized protein LOC111134038 isoform X1
gene21469,0.679217084,2.705979675,1.265482811,0.260615815,0.92508069,E3 ubiquitin-protein ligase TM129-like
gene21470,0.619648704,2.702483763,0.852015024,0.355982922,0.932260097,SET and MYND domain-containing protein 5-like
gene21472,-0.879364162,3.379989156,1.740692397,0.187051119,0.896825415,uncharacterized protein LOC111138054
gene21473,-0.22003198,5.933382762,0.478100251,0.489284087,0.959339323,tetraspanin-7-like
gene21476,-0.118509724,3.096708816,0.037678424,0.846090293,0.992241237,alkaline ceramidase 3-like
gene21478,-0.255669012,3.960931118,0.373969452,0.540848487,0.969238461,F-box/SPRY domain-containing protein 1-like
gene21480,0.891259629,4.812009027,2.679619251,0.101640027,0.83073532,integrin beta-1-like isoform X1
gene21483,-1.023637576,2.889041244,2.524794823,0.112069357,0.840276016,cysteine and tyrosine-rich protein 1-like
gene21484,-0.056791666,3.095663149,0.006782206,0.934365096,0.994051482,uncharacterized protein LOC111137283
gene21504,-0.126910621,5.251655117,0.149371126,0.699137058,0.984986922,DCN1-like protein 1
gene21505,0.0648934,4.540240146,0.017093078,0.895980595,0.993795637,DNA replication licensing factor mcm7-like
gene21506,0.832490129,4.414062407,1.487673955,0.22257771,0.911328652,uncharacterized protein LOC111137604
gene21507,0.756541713,4.377102463,1.146801277,0.284219757,0.928733489,hydroxylysine kinase-like
gene21508,-0.668823825,6.043241176,3.338409265,0.067680011,0.778037093,glypican-5-like
gene21509,0.286848041,5.79082241,0.732560899,0.392054359,0.941104349,glypican-6-like
gene21510,0.512071867,6.367738393,3.499443598,0.061389451,0.770749198,dedicator of cytokinesis protein 9-like isoform X1
gene21512,-0.164794454,3.086229761,0.059533722,0.807234435,0.991016053,uncharacterized protein LOC111137783
gene21514,-0.621884319,6.625696076,1.284282369,0.257104317,0.923552286,insulin-like growth factor-binding protein-related protein 1
gene21515,-0.466301782,4.521368391,0.185751159,0.666476672,0.98354685,uncharacterize lncRNA
gene21516,0.123088055,4.258348595,0.015972058,0.899430653,0.993795637,zinc finger protein ZIC 4-like
gene21519,-0.641358126,3.833264897,1.981150863,0.159269218,0.884593411,lipoma HMGIC fusion partner homolog
gene2152,-0.443844215,4.433512175,0.085975014,0.769357849,0.987968907,uncharacterized protein LOC111120958
gene21521,0.117453379,5.018275389,0.049635043,0.823699546,0.992241237,uncharacterized protein LOC111132566
gene21524,-2.341331391,2.581325694,3.188635451,0.074151884,0.787597054,adhesion G-protein coupled receptor G4-like
gene21525,-0.048889387,2.268494249,0.004167159,0.948529482,0.99702091,protocadherin-like protein
gene21526,0.335789114,2.536082749,0.14763143,0.700809203,0.985023853,uncharacterized protein LOC111136909
gene21527,-0.515326025,2.996725743,0.535759942,0.464195276,0.956091449,scavenger receptor class F member 1-like isoform X1
gene21528,1.359759064,2.78613551,2.373882635,0.123379849,0.855855685,uncharacterized protein LOC111133537
gene21537,0.100676322,4.70321944,0.081318637,0.775518325,0.987968907,nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1-like isoform X1
gene21538,-0.222546186,4.346114943,0.280720401,0.596229429,0.978656963,nucleolar protein 14-like
gene21539,-0.270947777,3.129396457,0.132609949,0.715741156,0.986220354,"trimethyllysine dioxygenase, mitochondrial-like isoform X1"
gene2154,1.872011423,2.69181086,4.197442979,0.040484981,0.699822258,deoxyribonuclease-2-alpha-like
gene21540,-0.728594594,7.955142675,7.327636887,0.006790227,0.434991964,transcription factor Sox-2-like
gene21542,-0.499631077,5.267339587,1.447701248,0.228897165,0.915303693,H/ACA ribonucleoprotein complex subunit 2-like protein
gene21543,-0.214955892,4.8911433,0.395230218,0.52956291,0.967268978,integrator complex subunit 4-like
gene21544,0.172049411,3.136474107,0.039686483,0.842094829,0.992241237,"steroid 17-alpha-hydroxylase/17,20 lyase-like"
gene21548,-0.066634832,5.418212873,0.050477521,0.822234426,0.992241237,protein neuralized-like isoform X1
gene21549,-0.012287097,3.362823262,0.000379186,0.984464025,0.999054434,uncharacterized protein C5orf34 homolog isoform X1
gene21550,-0.555840082,7.425709191,4.39099365,0.036129251,0.693640034,melanotransferrin-like
gene21552,0.082877477,6.643731041,0.069094866,0.792659241,0.989527986,glycogenin-1-like isoform X1
gene21553,-1.066051655,4.677595936,4.306914478,0.037957749,0.697546512,227 kDa spindle- and centromere-associated protein-like
gene21554,-0.474330978,4.015302001,0.981294318,0.321879469,0.932260097,gamma-tubulin complex component 3-like
gene21555,2.266762218,3.033500326,11.39824319,0.000735136,0.17373048,E3 ubiquitin-protein ligase Midline-1-like
gene21556,0.051280032,4.442488199,0.011498954,0.914603997,0.993795637,uncharacterized protein LOC111132576
gene21557,-0.995959861,2.49114781,1.548062073,0.21342176,0.908487414,uncharacterized protein LOC111132575
gene21558,-0.526893963,4.505158777,2.194596098,0.138495508,0.863728331,autophagy-related protein 16-1-like
gene21559,0.20404901,6.509936718,0.42406947,0.514913411,0.964536301,"phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2A-like isoform X1"
gene21561,-0.728710842,4.448624335,1.924768434,0.165331943,0.887413727,uncharacterized protein YER152C-like isoform X1
gene21562,-0.093423421,6.426141079,0.050455498,0.82227256,0.992241237,uncharacterized protein LOC111138476
gene21564,-1.07444148,2.347218663,1.64691302,0.199379607,0.901579581,retinol dehydrogenase 11-like
gene21565,-1.108105742,3.748526488,4.175567801,0.041010819,0.699822258,RNA/RNP complex-1-interacting phosphatase-like isoform X1
gene21566,-0.390078581,4.164848875,0.993796312,0.318816289,0.932260097,KAT8 regulatory NSL complex subunit 3-like isoform X1
gene21567,0.462907733,6.539462896,3.693307812,0.054631172,0.748988209,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase-like isoform X1"
gene21568,0.030359961,5.398534421,0.010060979,0.920102641,0.993795637,ubiquitin thioesterase zranb1-B-like
gene21569,-0.249736657,3.782145734,0.266568807,0.605642788,0.978656963,mannosyl-oligosaccharide glucosidase-like
gene21570,0.013749464,4.578871317,0.000550548,0.981280354,0.998583323,LOW QUALITY PROTEIN: BRCA2-interacting transcriptional repressor EMSY-like
gene21572,-0.644797783,3.971730094,1.227199626,0.267952336,0.926411735,centrosomal protein of 19 kDa-like
gene21574,-0.175646179,6.711190924,0.395069436,0.529646655,0.967268978,structural maintenance of chromosomes protein 3-like
gene21576,-0.06765523,4.248228522,0.030647564,0.861028986,0.993745241,cytochrome c oxidase assembly protein COX15 homolog
gene21577,0.137278777,4.279796173,0.075524525,0.783456639,0.98882458,protein fem-1 homolog C-like
gene21578,-2.404571466,5.819107149,10.20862732,0.001397852,0.259670916,U-actitoxin-Avd3l-like
gene21584,-0.195779547,2.950565219,0.072317312,0.787992182,0.988924451,coiled-coil domain-containing protein 125-like
gene21585,0.134499713,4.201364058,0.075951765,0.782860319,0.988652408,"39S ribosomal protein L43, mitochondrial-like"
gene21586,-0.276102705,8.321095554,0.429954507,0.512011272,0.964299122,"myosin regulatory light chain A, smooth adductor muscle-like isoform X2"
gene21588,-0.237296821,5.949094679,0.558153487,0.455005189,0.956091449,FK506-binding protein 3-like isoform X1
gene21590,-0.003239471,2.459793389,3.43E-05,0.995328325,0.999243796,uncharacterized protein LOC111136895
gene21594,-1.65289099,2.614360704,3.836194054,0.050157253,0.733101704,uncharacterized protein LOC111137891 isoform X1
gene21595,0.222832219,4.543442718,0.054522637,0.815372526,0.992241237,uncharacterized protein LOC111132306
gene21597,-0.101345334,5.015950403,0.063675625,0.800778044,0.990487485,golgin-45-like
gene21598,-0.25305194,6.127021776,0.286910285,0.59220733,0.978656963,nucleoside diphosphate kinase 7-like
gene21599,-0.088602371,7.108279291,0.146232046,0.702162474,0.985023853,ATP-dependent RNA helicase DDX3X-like isoform X2
gene21600,-0.365302188,10.86168864,1.683220842,0.194497028,0.898420206,60S ribosomal protein L8-like
gene21601,-0.303722711,4.783271086,0.661226551,0.416127259,0.948482978,protein FAM124A-like isoform X1
gene21602,-0.133630309,4.051787739,0.061686037,0.803850666,0.991016053,uncharacterized protein LOC111136061 isoform X1
gene21606,0.974450184,2.923282428,1.22210401,0.268948134,0.92724396,uncharacterized protein LOC111137276
gene21607,-0.063938931,4.511066589,0.026178734,0.871464585,0.993795637,uncharacterized protein LOC111136854 isoform X1
gene21608,-0.377317954,4.945279515,0.820352162,0.365077222,0.93605956,transmembrane and TPR repeat-containing protein 4-like
gene21609,-0.825768801,3.392078975,1.298356053,0.254513728,0.921700745,ionotropic receptor 25a-like isoform X1
gene21611,0.547776668,4.071026859,1.075775805,0.299644463,0.931461638,nitric oxide-associated protein 1-like
gene21612,-0.201979292,6.669737768,0.304116874,0.581312948,0.97701797,"FERM, RhoGEF and pleckstrin domain-containing protein 1-like isoform X2"
gene21613,-0.253534965,5.634272332,0.439701074,0.507266769,0.963408471,transmembrane protein 254-like isoform X1
gene21614,0.16493903,8.05133223,0.35584725,0.550821661,0.971137749,TSC22 domain family protein 1-like
gene21615,-0.338650815,2.796780739,0.153228225,0.695469244,0.984838664,dehydrogenase/reductase SDR family member 9-like
gene21616,0.036692115,4.664393872,0.002519431,0.959967847,0.997272245,uncharacterized protein LOC111099119
gene21619,0.273297838,3.99936335,0.371704652,0.54207655,0.969301011,"RNA-binding motif protein, X-linked 2-like"
gene21620,0.151430968,4.197071224,0.109661684,0.740529633,0.987884647,transmembrane protein FAM155A-like
gene21621,1.509483453,3.526907134,4.678099809,0.030549523,0.653774105,"proline-, glutamic acid- and leucine-rich protein 1-like"
gene21624,0.188429291,5.368204996,0.367203844,0.544532372,0.969301011,importin subunit alpha-4-like isoform X1
gene21631,0.544022028,6.794649075,1.927570018,0.165024543,0.887086034,"dynein heavy chain 2, axonemal-like isoform X1"
gene21632,0.418104541,4.468931068,0.705661631,0.400887818,0.944652119,glycerophosphodiester phosphodiesterase domain-containing protein 5-like isoform X1
gene21633,0.123417072,3.831972236,0.073166718,0.786780639,0.98882458,PR domain zinc finger protein 15-like
gene21634,-0.340953835,4.856939814,0.202128239,0.653008449,0.981107713,uncharacterized protein LOC111136698
gene21635,0.339845903,5.822453579,0.869596088,0.351067153,0.932260097,trichohyalin-like isoform X1
gene21636,-0.322567477,5.588406088,1.118574437,0.290225622,0.930456639,trichohyalin-like
gene21637,-0.50430166,6.714447192,1.327011128,0.249337638,0.921674566,V-type proton ATPase subunit e 2-like
gene21638,0.295541474,2.882318575,0.227966657,0.633035637,0.98077436,pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2-like
gene21639,-0.036041304,6.625164022,0.009514826,0.922294419,0.993795637,uncharacterized protein LOC111136313
gene2164,-1.735447361,3.828033235,2.409036512,0.120636595,0.853076326,uncharacterized protein LOC111109942 isoform X1
gene21641,-0.585303965,3.305357448,0.684539613,0.408027894,0.945588216,amiloride-sensitive amine oxidase
gene21642,-0.517150151,2.34630683,0.248973369,0.617798889,0.978656963,C-C chemokine receptor type 7-like
gene21643,0.537743438,3.87049302,0.54783201,0.459204889,0.956091449,lipase maturation factor 1-like
gene21644,-0.439295875,4.682330602,0.495882241,0.481315039,0.959052081,dual specificity protein phosphatase 1-like
gene21645,0.282556611,4.548515421,0.283112685,0.594668273,0.978656963,BTB/POZ domain-containing protein 16-like isoform X1
gene21648,-0.148136515,3.927833496,0.109945819,0.740205829,0.987884647,transforming growth factor beta regulator 1-like isoform X1
gene21652,0.999027243,2.95583741,2.225182623,0.135776602,0.863321167,uncharacterized protein LOC111132583
gene21657,0.513236538,3.035949831,0.217207813,0.64117571,0.981107713,sodium-coupled monocarboxylate transporter 1-like
gene21658,0.583838655,3.391366528,0.996595997,0.318135581,0.932260097,5\'-nucleotidase domain-containing protein 3-like
gene21660,-0.609974845,4.559491029,1.776447643,0.182586141,0.893782014,uncharacterized protein LOC111136750
gene21661,0.216878959,5.253690871,0.443639096,0.505371228,0.962877301,nucleolar protein 16-like
gene21662,-0.260926842,6.081613074,0.391584888,0.531467492,0.967268978,testicular haploid expressed gene protein-like isoform X1
gene21663,1.693588292,4.217363107,6.629922288,0.010027964,0.48712441,uncharacterized protein LOC111136650 isoform X1
gene21664,-1.237742211,4.521902548,8.351538245,0.003853609,0.369232404,uncharacterized protein LOC111133667
gene21665,0.94585147,3.18481347,0.535097343,0.464471679,0.956091449,uncharacterized protein LOC111133470 isoform X1
gene21668,0.168529331,6.169849997,0.391671899,0.531421887,0.967268978,putative succinate dehydrogenase
gene2167,-2.046443842,4.083212416,4.582727916,0.032295762,0.666821416,angiopoietin-2-like isoform X1
gene21670,-0.843064316,6.186851347,3.582299038,0.058398277,0.757555901,uncharacterized protein LOC111133255
gene21671,0.14858409,3.533350118,0.084905505,0.770756509,0.987968907,anaphase-promoting complex subunit 4-like
gene21672,-0.65140467,6.318508048,4.160262754,0.041382984,0.699822258,uncharacterized protein LOC111135332
gene21673,0.253619573,2.546454322,0.112615399,0.737185965,0.987329417,rho GTPase-activating protein 19-like isoform X1
gene21675,0.270176688,7.303772165,0.669281356,0.413302271,0.946502987,dedicator of cytokinesis protein 1-like isoform X1
gene21676,-0.824094303,5.06159781,4.724733498,0.02973179,0.648676294,cilia- and flagella-associated protein 206-like
gene21680,-8.870631111,5.97332329,9.550050211,0.001999439,0.289039565,uncharacterized protein LOC111135146
gene21685,2.400494838,4.860126119,5.009064248,0.025214933,0.616828722,uncharacterized protein LOC111134035
gene2169,0.504591382,2.336363118,0.330225021,0.565526618,0.975009262,microfibril-associated glycoprotein 4-like
gene21693,1.956643065,3.536431612,5.594611858,0.018015802,0.561031388,uncharacterize lncRNA
gene21694,-2.466110757,3.979457112,3.913708797,0.047893793,0.726602497,uncharacterize lncRNA
gene21697,0.595560892,4.364496023,0.550750806,0.458011078,0.956091449,telomerase Cajal body protein 1-like
gene21698,0.787044046,4.023238167,4.253174035,0.039177044,0.699822258,ectonucleoside triphosphate diphosphohydrolase 4-like
gene21699,0.483365999,4.615324472,2.33986014,0.126100875,0.859200102,uncharacterized protein LOC111133508 isoform X1
gene21700,-0.139905273,2.522912172,0.016083769,0.899081442,0.993795637,uncharacterized protein LOC111133510
gene21701,-0.862790714,3.598900513,2.092482955,0.148025318,0.876049419,calpain-5-like
gene21702,-1.492999182,3.838624973,2.036535979,0.153558992,0.878894448,uncharacterized protein LOC111137795
gene21703,-0.25009886,7.030098296,0.222581511,0.637079938,0.981107713,uncharacterized protein LOC111133122 isoform X1
gene21704,-0.050038958,4.875509375,0.014273308,0.904902253,0.993795637,transmembrane protein 128-like isoform X1
gene21705,0.699670442,3.475681807,1.483475007,0.223231616,0.911328652,sideroflexin-1-like
gene21706,-0.059045185,6.212536081,0.03776713,0.845911491,0.992241237,myosin-VIIa-like
gene2171,-2.326023204,5.348338048,9.700249597,0.00184243,0.281837879,uncharacterized protein LOC111104697 isoform X1
gene21710,-0.085300212,4.503135878,0.032287492,0.857398137,0.993056571,serine/threonine-protein phosphatase 2A regulatory subunit B\'\' subunit alpha-like isoform X1
gene21711,-0.423376797,4.484761618,0.860995459,0.353460269,0.932260097,actin-binding LIM protein 1-like
gene21712,-0.547909003,4.768699425,1.175552607,0.27826326,0.928733489,failed axon connections homolog
gene21714,0.190440843,3.944315106,0.144673358,0.703678566,0.985225163,coiled-coil domain-containing protein 130 homolog
gene21715,0.022426022,4.759292838,0.001627119,0.96782401,0.998340714,uncharacterized protein LOC111135473
gene21716,-0.508955342,3.662896599,0.766876698,0.381185008,0.939186072,uncharacterized protein LOC111136429
gene21719,0.934787308,6.229891158,2.774014212,0.095805625,0.825167704,uncharacterized protein LOC111099227
gene21720,-0.443022534,4.898994703,1.177202792,0.277926188,0.928733489,uncharacterized protein LOC111138082
gene21721,0.724759756,3.455582784,1.47926689,0.223889259,0.911328652,uncharacterized protein LOC111134646
gene21725,0.448975492,7.518616438,2.793084032,0.094671867,0.824370989,integral membrane protein 2A-like isoform X2
gene21727,0.484697621,5.323922851,0.2043468,0.651234877,0.981107713,uncharacterized protein LOC111132594
gene21728,0.854332754,3.267526096,0.695669936,0.404242495,0.944652119,uncharacterized protein LOC111132595
gene21730,2.17043513,3.548638333,7.724345658,0.00544811,0.409269595,uncharacterized protein LOC111138307
gene21731,0.428935094,3.639038878,0.722202167,0.395422507,0.943335498,slit homolog 3 protein-like
gene21733,-0.104606179,3.987150331,0.026357544,0.871030192,0.993795637,paired mesoderm homeobox protein 2-like
